Artist,Song,Date,Current Rank,Last Weeks Position,Weeks on Chart,Peak Position
Brenda Lee,Dum Dum,1961-07-31,4,8,4,7
Del Shannon,Hats Off To Larry,1961-07-31,5,6,5,9
U.S. Bonds,Quarter To Three,1961-07-31,6,3,1,11
Mar-Keys,Last Night,1961-07-31,7,12,7,5
Connie Francis,Together,1961-07-31,8,9,8,6
Chubby Checker,Let's Twist Again,1961-07-31,9,10,9,7
Arthur Lyman Group,Yellow Bird,1961-07-31,10,4,4,10
Floyd Cramer,San Antonio Rose,1961-07-31,11,11,8,9
Dee Clark,Raindrops,1961-07-31,12,7,2,14
Joe Dowell,Wooden Heart,1961-07-31,13,18,13,6
The Chordettes,Never On Sunday,1961-07-31,14,15,14,7
The Drifters,Please Stay,1961-07-31,15,14,14,9
Curtis Lee,Pretty Little Angel Eyes,1961-07-31,16,24,16,5
Sam Cooke,Cupid,1961-07-31,17,17,17,9
Matt Monro,My Kind Of Girl,1961-07-31,18,21,18,10
Damita Jo,I'll Be There,1961-07-31,19,28,19,5
The Castells,Sacred,1961-07-31,20,20,20,10
Pips,Every Beat Of My Heart,1961-07-31,21,13,6,12
Pat Boone,Moody River,1961-07-31,22,16,1,14
The Highwaymen,Michael,1961-07-31,23,41,23,4
Ral Donner,You Don't Know What You've Got (Until You Lose It),1961-07-31,24,35,24,4
Bobby Rydell,The Fish,1961-07-31,25,27,25,5
Hank Ballard And The Midnighters,The Switch-A-Roo,1961-07-31,26,26,26,6
Ricky Nelson,Travelin' Man,1961-07-31,27,19,1,15
Gary U.S. Bonds,School Is Out,1961-07-31,28,52,28,2
The Spinners,That's What Girls Are Made For,1961-07-31,29,31,29,6
Linda Scott,Don't Bet Money Honey,1961-07-31,30,36,30,5
Eddie Hodges,I'm Gonna Knock On Your Door,1961-07-31,31,38,31,7
Ricky Nelson,Hello Mary Lou,1961-07-31,32,23,9,14
Patsy Cline,I Fall To Pieces,1961-07-31,33,37,33,11
Don Gibson,Sea Of Heartbreak,1961-07-31,34,33,33,7
Timi Yuro,Hurt,1961-07-31,35,66,35,2
Fats Domino,Let The Four Winds Blow,1961-07-31,36,56,36,2
The Regents,Runaround,1961-07-31,37,47,37,4
Ben E. King,Stand By Me,1961-07-31,38,29,4,13
Jan & Dean,Heart And Soul,1961-07-31,39,25,25,6
Roy Orbison,Running Scared,1961-07-31,40,30,1,17
The Chanters,"No, No, No",1961-07-31,41,45,41,7
Shep And The Limelites,Ready For Your Love,1961-07-31,42,50,42,4
Gene McDaniels,A Tear,1961-07-31,43,51,43,5
The Belmonts,Tell Me Why,1961-07-31,44,22,18,11
The Fireballs,Quite A Party,1961-07-31,45,49,45,6
The Jive Five With Joe Rene And Orchestra,My True Story,1961-07-31,46,54,46,5
The String-A-Longs,Should I,1961-07-31,47,48,42,8
Philip Upchurch Combo,You Can't Sit Down Part 2,1961-07-31,48,44,29,7
Jackie Wilson,I'm Comin' On On Back To You,1961-07-31,49,32,19,8
The Starlets,Better Tell Him No,1961-07-31,50,53,38,15
Ernie Fields,The Charleston,1961-07-31,51,55,51,7
Frank Gari,Princess,1961-07-31,52,62,52,5
The Diamonds,One Summer Night,1961-07-31,53,61,53,5
The Shirelles,What A Sweet Thing That Was,1961-07-31,54,60,54,3
Wanda Jackson,Right Or Wrong,1961-07-31,55,74,55,6
Tex Ritter,I Dreamed Of A Hill-Billy Heaven,1961-07-31,56,57,56,5
The Flamingos,Time Was,1961-07-31,57,59,57,5
The Shirelles,A Thing Of The Past,1961-07-31,58,64,58,4
Adam Wade,As If I Didn't Know,1961-07-31,59,78,59,2
Mary Wells,I Don't Want To Take A Chance,1961-07-31,60,75,60,3
Jerry Butler,I'm A Telling You,1961-07-31,61,73,61,2
The Miracles,Mighty Good Lovin',1961-07-31,62,68,62,4
The Halos,Nag,1961-07-31,63,70,63,3
The Dukays,The Girl's A Devil,1961-07-31,64,65,64,12
Neil Scott,Bobby,1961-07-31,65,58,58,8
Patti Page,You'll Answer To Me,1961-07-31,66,46,46,6
Rick And The Keens,Peanuts,1961-07-31,67,69,67,5
Clyde McPhatter,I Never Knew,1961-07-31,68,90,68,2
Steve Lawrence,My Claire De Lune,1961-07-31,69,95,69,3
Paul Anka,Dance On Little Girl,1961-07-31,70,34,10,10
Nat King Cole,Take A Fool's Advice,1961-07-31,71,77,71,6
Ben E. King,Amor,1961-07-31,72,0,0,0
Don Shirley Trio,Water Boy,1961-07-31,73,80,73,3
Johnny Maestro with The Coeds,Mr. Happiness,1961-07-31,74,98,74,2
Jim Reeves,What Would You Do?,1961-07-31,75,86,75,4
Ike & Tina Turner,It's Gonna Work Out Fine,1961-07-31,76,0,0,0
The McGuire Sisters,Tears On My Pillow,1961-07-31,77,92,77,2
Ann-Margret,I Just Don't Understand,1961-07-31,78,97,78,2
Donnie and The Dreamers,My Memories Of You,1961-07-31,79,79,79,3
Joe Reisman Orch. & Chorus,The Guns Of Navarone,1961-07-31,80,91,80,4
Ray Ellis And His Orchestra,La Dolce Vita (The Sweet Life),1961-07-31,81,85,81,5
Frankie Miller,Black Land Farmer,1961-07-31,82,83,82,4
Claude King,"Big River, Big Man",1961-07-31,83,93,83,3
The Paragons,If,1961-07-31,84,89,84,3
Ray Peterson,Missing You,1961-07-31,85,0,0,0
Joe Barry,Teardrops In My Heart,1961-07-31,86,0,0,0
The Platters,I'll Never Smile Again,1961-07-31,87,0,0,0
Al Martino,Here In My Heart,1961-07-31,88,99,88,2
The Jarmels,A Little Bit Of Soap,1961-07-31,89,0,0,0
Dick and DeeDee,The Mountain's High,1961-07-31,90,0,0,0
The 3 Friends,Dedicated (To The Songs I Love),1961-07-31,91,0,0,0
Ronny Douglas,"Run, Run, Run",1961-07-31,92,0,0,0
Little Willie John,Now You Know,1961-07-31,93,96,93,3
Bert Kaempfert And His Orchestra,Now And Forever,1961-07-31,94,0,0,0
Freddy Cannon,Transistor Sister,1961-07-31,95,0,0,0
The Everly Brothers,All I Have To Do Is Dream,1961-07-31,96,100,49,4
The Dreamlovers,When We Get Married,1961-07-31,97,0,0,0
The Butanes,Don't Forget I Love You,1961-07-31,98,0,0,0
"Karl Hammel, Jr.",Summer Souvenirs,1961-07-31,99,0,0,0
The Van Dykes,The Bells Are Ringing,1961-07-31,100,0,0,0
Bobby Lewis,Tossin' And Turnin',1961-08-07,1,1,1,16
Chris Kenner,"I Like It Like That, Part 1",1961-08-07,2,2,2,11
Mar-Keys,Last Night,1961-08-07,3,7,3,6
Brenda Lee,Dum Dum,1961-08-07,4,4,4,8
Del Shannon,Hats Off To Larry,1961-08-07,5,5,5,10
Connie Francis,Together,1961-08-07,6,8,6,7
Curtis Lee,Pretty Little Angel Eyes,1961-08-07,7,16,7,6
Chubby Checker,Let's Twist Again,1961-08-07,8,9,8,8
Joe Dowell,Wooden Heart,1961-08-07,9,13,9,7
The Highwaymen,Michael,1961-08-07,10,23,10,5
Brook Benton,The Boll Weevil Song,1961-08-07,11,3,2,13
U.S. Bonds,Quarter To Three,1961-08-07,12,6,1,12
The Chordettes,Never On Sunday,1961-08-07,13,14,13,8
Damita Jo,I'll Be There,1961-08-07,14,19,14,6
Ral Donner,You Don't Know What You've Got (Until You Lose It),1961-08-07,15,24,15,5
Gary U.S. Bonds,School Is Out,1961-08-07,16,28,16,3
Sam Cooke,Cupid,1961-08-07,17,17,17,10
Matt Monro,My Kind Of Girl,1961-08-07,18,18,18,11
Floyd Cramer,San Antonio Rose,1961-08-07,19,11,8,10
Timi Yuro,Hurt,1961-08-07,20,35,20,3
Arthur Lyman Group,Yellow Bird,1961-08-07,21,10,4,11
Fats Domino,Let The Four Winds Blow,1961-08-07,22,36,22,3
The Drifters,Please Stay,1961-08-07,23,15,14,10
The Castells,Sacred,1961-08-07,24,20,20,11
Linda Scott,Don't Bet Money Honey,1961-08-07,25,30,25,6
Eddie Hodges,I'm Gonna Knock On Your Door,1961-08-07,26,31,26,8
The Spinners,That's What Girls Are Made For,1961-08-07,27,29,27,7
Patsy Cline,I Fall To Pieces,1961-08-07,28,33,28,12
The Regents,Runaround,1961-08-07,29,37,29,5
Bobby Rydell,The Fish,1961-08-07,30,25,25,6
Dee Clark,Raindrops,1961-08-07,31,12,2,15
Adam Wade,As If I Didn't Know,1961-08-07,32,59,32,3
The Fireballs,Quite A Party,1961-08-07,33,45,33,7
Jerry Butler,I'm A Telling You,1961-08-07,34,61,34,3
Hank Ballard And The Midnighters,The Switch-A-Roo,1961-08-07,35,26,26,7
Pat Boone,Moody River,1961-08-07,36,22,1,15
Pips,Every Beat Of My Heart,1961-08-07,37,21,6,13
Ricky Nelson,Travelin' Man,1961-08-07,38,27,1,16
Gene McDaniels,A Tear,1961-08-07,39,43,39,6
The Diamonds,One Summer Night,1961-08-07,40,53,40,6
The Jive Five With Joe Rene And Orchestra,My True Story,1961-08-07,41,46,41,6
Frank Gari,Princess,1961-08-07,42,52,42,6
Don Gibson,Sea Of Heartbreak,1961-08-07,43,34,33,8
Tex Ritter,I Dreamed Of A Hill-Billy Heaven,1961-08-07,44,56,44,6
The Flamingos,Time Was,1961-08-07,45,57,45,6
Wanda Jackson,Right Or Wrong,1961-08-07,46,55,46,7
The Starlets,Better Tell Him No,1961-08-07,47,50,38,16
Ernie Fields,The Charleston,1961-08-07,48,51,48,8
Ricky Nelson,Hello Mary Lou,1961-08-07,49,32,9,15
The Chanters,"No, No, No",1961-08-07,50,41,41,8
Mary Wells,I Don't Want To Take A Chance,1961-08-07,51,60,51,4
The Shirelles,A Thing Of The Past,1961-08-07,52,58,52,5
The Miracles,Mighty Good Lovin',1961-08-07,53,62,53,5
The Shirelles,What A Sweet Thing That Was,1961-08-07,54,54,54,4
Ben E. King,Stand By Me,1961-08-07,55,38,4,14
The String-A-Longs,Should I,1961-08-07,56,47,42,9
Clyde McPhatter,I Never Knew,1961-08-07,57,68,57,3
Ben E. King,Amor,1961-08-07,58,72,58,2
Philip Upchurch Combo,You Can't Sit Down Part 2,1961-08-07,59,48,29,8
Johnny Maestro with The Coeds,Mr. Happiness,1961-08-07,60,74,60,3
The Halos,Nag,1961-08-07,61,63,61,4
Ann-Margret,I Just Don't Understand,1961-08-07,62,78,62,3
Shep And The Limelites,Ready For Your Love,1961-08-07,63,42,42,5
Rick And The Keens,Peanuts,1961-08-07,64,67,64,6
Jan & Dean,Heart And Soul,1961-08-07,65,39,25,7
Barry Mann,"Who Put The Bomp (In The Bomp, Bomp, Bomp)",1961-08-07,66,0,0,0
Etta James,"Don't Cry, Baby",1961-08-07,67,0,0,0
Steve Lawrence,My Claire De Lune,1961-08-07,68,69,68,4
The Dukays,The Girl's A Devil,1961-08-07,69,64,64,13
The McGuire Sisters,Tears On My Pillow,1961-08-07,70,77,70,3
Roy Orbison,Candy Man,1961-08-07,71,0,0,0
Don Shirley Trio,Water Boy,1961-08-07,72,73,72,4
Jim Reeves,What Would You Do?,1961-08-07,73,75,73,5
Ike & Tina Turner,It's Gonna Work Out Fine,1961-08-07,74,76,74,2
Lonnie Donegan And His Skiffle Group,Does Your Chewing Gum Lose It's Flavor (On The Bedpost Over Night),1961-08-07,75,0,0,0
Brian Hyland,Let Me Belong To You,1961-08-07,76,0,0,0
Nat King Cole,Take A Fool's Advice,1961-08-07,77,71,71,7
Johnny Tillotson,Without You,1961-08-07,78,0,0,0
Joe Reisman Orch. & Chorus,The Guns Of Navarone,1961-08-07,79,80,79,5
Joe Barry,Teardrops In My Heart,1961-08-07,80,86,80,2
Ronny Douglas,"Run, Run, Run",1961-08-07,81,92,81,2
Bert Kaempfert And His Orchestra,Now And Forever,1961-08-07,82,94,82,2
The Paragons,If,1961-08-07,83,84,83,4
The Platters,I'll Never Smile Again,1961-08-07,84,87,84,2
Dick and DeeDee,The Mountain's High,1961-08-07,85,90,85,2
Al Martino,Here In My Heart,1961-08-07,86,88,86,3
Bobby Vee,Take Good Care Of My Baby,1961-08-07,87,0,0,0
Clarence Henry,Lonely Street,1961-08-07,88,0,0,0
Bobby Bland,Don't Cry No More,1961-08-07,89,0,0,0
Little Caesar and The Romans,Hully Gully Again,1961-08-07,90,0,0,0
The Dreamlovers,When We Get Married,1961-08-07,91,97,91,2
"Karl Hammel, Jr.",Summer Souvenirs,1961-08-07,92,99,92,2
Ray Peterson,Missing You,1961-08-07,93,85,85,2
Freddy Cannon,Transistor Sister,1961-08-07,94,95,94,2
Gene Pitney,Every Breath I Take,1961-08-07,95,0,0,0
Shirley & Lee,"Well-A, Well-A",1961-08-07,96,0,0,0
Mickey & Sylvia,Lovedrops,1961-08-07,97,0,0,0
Freddy King,San-Ho-Zay,1961-08-07,98,0,0,0
The Van Dykes,The Bells Are Ringing,1961-08-07,99,100,99,2
Billy Bland,My Heart's On Fire,1961-08-07,100,0,0,0
Bobby Lewis,Tossin' And Turnin',1961-08-14,1,1,1,17
Chris Kenner,"I Like It Like That, Part 1",1961-08-14,2,2,2,12
Mar-Keys,Last Night,1961-08-14,3,3,3,7
Brenda Lee,Dum Dum,1961-08-14,4,4,4,9
Joe Dowell,Wooden Heart,1961-08-14,5,9,5,8
The Highwaymen,Michael,1961-08-14,6,10,6,6
Curtis Lee,Pretty Little Angel Eyes,1961-08-14,7,7,7,7
Chubby Checker,Let's Twist Again,1961-08-14,8,8,8,9
Connie Francis,Together,1961-08-14,9,6,6,8
Gary U.S. Bonds,School Is Out,1961-08-14,10,16,10,4
Ral Donner,You Don't Know What You've Got (Until You Lose It),1961-08-14,11,15,11,6
Damita Jo,I'll Be There,1961-08-14,12,14,12,7
The Chordettes,Never On Sunday,1961-08-14,13,13,13,9
Del Shannon,Hats Off To Larry,1961-08-14,14,5,5,11
Timi Yuro,Hurt,1961-08-14,15,20,15,4
Linda Scott,Don't Bet Money Honey,1961-08-14,16,25,16,7
Fats Domino,Let The Four Winds Blow,1961-08-14,17,22,17,4
Matt Monro,My Kind Of Girl,1961-08-14,18,18,18,12
U.S. Bonds,Quarter To Three,1961-08-14,19,12,1,13
Brook Benton,The Boll Weevil Song,1961-08-14,20,11,2,14
Adam Wade,As If I Didn't Know,1961-08-14,21,32,21,4
Eddie Hodges,I'm Gonna Knock On Your Door,1961-08-14,22,26,22,9
Sam Cooke,Cupid,1961-08-14,23,17,17,11
Patsy Cline,I Fall To Pieces,1961-08-14,24,28,24,13
The Diamonds,One Summer Night,1961-08-14,25,40,25,7
Jerry Butler,I'm A Telling You,1961-08-14,26,34,26,4
The Fireballs,Quite A Party,1961-08-14,27,33,27,8
The Regents,Runaround,1961-08-14,28,29,28,6
Floyd Cramer,San Antonio Rose,1961-08-14,29,19,8,11
The Drifters,Please Stay,1961-08-14,30,23,14,11
Gene McDaniels,A Tear,1961-08-14,31,39,31,7
The Jive Five With Joe Rene And Orchestra,My True Story,1961-08-14,32,41,32,7
Tex Ritter,I Dreamed Of A Hill-Billy Heaven,1961-08-14,33,44,33,7
Arthur Lyman Group,Yellow Bird,1961-08-14,34,21,4,12
The Castells,Sacred,1961-08-14,35,24,20,12
Frank Gari,Princess,1961-08-14,36,42,36,7
The Spinners,That's What Girls Are Made For,1961-08-14,37,27,27,8
Wanda Jackson,Right Or Wrong,1961-08-14,38,46,38,8
Don Gibson,Sea Of Heartbreak,1961-08-14,39,43,33,9
Lonnie Donegan And His Skiffle Group,Does Your Chewing Gum Lose It's Flavor (On The Bedpost Over Night),1961-08-14,40,75,40,2
Bobby Vee,Take Good Care Of My Baby,1961-08-14,41,87,41,2
Mary Wells,I Don't Want To Take A Chance,1961-08-14,42,51,42,5
Ann-Margret,I Just Don't Understand,1961-08-14,43,62,43,4
Barry Mann,"Who Put The Bomp (In The Bomp, Bomp, Bomp)",1961-08-14,44,66,44,2
The Flamingos,Time Was,1961-08-14,45,45,45,7
The Shirelles,A Thing Of The Past,1961-08-14,46,52,46,6
Ernie Fields,The Charleston,1961-08-14,47,48,47,9
Ben E. King,Amor,1961-08-14,48,58,48,3
The Platters,I'll Never Smile Again,1961-08-14,49,84,49,3
Dee Clark,Raindrops,1961-08-14,50,31,2,16
The Miracles,Mighty Good Lovin',1961-08-14,51,53,51,6
Etta James,"Don't Cry, Baby",1961-08-14,52,67,52,2
Linda Scott,"Starlight, Starbright",1961-08-14,53,-,53,3
The Halos,Nag,1961-08-14,54,61,54,5
The Chanters,"No, No, No",1961-08-14,55,50,41,9
Clyde McPhatter,I Never Knew,1961-08-14,56,57,56,4
Johnny Maestro with The Coeds,Mr. Happiness,1961-08-14,57,60,57,4
Bobby Rydell,The Fish,1961-08-14,58,30,25,7
The McGuire Sisters,Tears On My Pillow,1961-08-14,59,70,59,4
Rick And The Keens,Peanuts,1961-08-14,60,64,60,7
Johnny Tillotson,Without You,1961-08-14,61,78,61,2
Freddy Cannon,Transistor Sister,1961-08-14,62,94,62,3
Ray Peterson,Missing You,1961-08-14,63,93,63,3
Ike & Tina Turner,It's Gonna Work Out Fine,1961-08-14,64,74,64,3
Brian Hyland,Let Me Belong To You,1961-08-14,65,76,65,2
Don Shirley Trio,Water Boy,1961-08-14,66,72,66,5
The Jarmels,A Little Bit Of Soap,1961-08-14,67,-,67,2
Dick and DeeDee,The Mountain's High,1961-08-14,68,85,68,3
Roy Orbison,Candy Man,1961-08-14,69,71,69,2
The Shirelles,What A Sweet Thing That Was,1961-08-14,70,54,54,5
Roy Orbison,Crying,1961-08-14,71,0,0,0
Clarence Henry,Lonely Street,1961-08-14,72,88,72,2
The Blue Jays,Lover's Island,1961-08-14,73,0,0,0
Joe Reisman Orch. & Chorus,The Guns Of Navarone,1961-08-14,74,79,74,6
Ronny Douglas,"Run, Run, Run",1961-08-14,75,81,75,3
The Dreamlovers,When We Get Married,1961-08-14,76,91,76,3
Joe Barry,Teardrops In My Heart,1961-08-14,77,80,77,3
Steve Lawrence,My Claire De Lune,1961-08-14,78,68,68,5
Little Caesar and The Romans,Hully Gully Again,1961-08-14,79,90,79,2
Bobby Bland,Don't Cry No More,1961-08-14,80,89,80,2
Bert Kaempfert And His Orchestra,Now And Forever,1961-08-14,81,82,81,3
The Paragons,If,1961-08-14,82,83,82,5
The Rondels,Back Beat No. 1,1961-08-14,83,0,0,0
Freddy King,San-Ho-Zay,1961-08-14,84,98,84,2
"Karl Hammel, Jr.",Summer Souvenirs,1961-08-14,85,92,85,3
Al Martino,Here In My Heart,1961-08-14,86,86,86,4
Tony Orlando,Bless You,1961-08-14,87,0,0,0
The Rays,Magic Moon (Clair De Lune),1961-08-14,88,0,0,0
The 3 Friends,Dedicated (To The Songs I Love),1961-08-14,89,-,89,2
Gene Pitney,Every Breath I Take,1961-08-14,90,95,90,2
Bob Moore and His Orch.,Mexico,1961-08-14,91,0,0,0
The Velaires,Roll Over Beethoven,1961-08-14,92,0,0,0
Shirley & Lee,"Well-A, Well-A",1961-08-14,93,96,93,2
Steve Lawrence,In Time,1961-08-14,94,0,0,0
The Sensations Featuring Yvonne,"Music, Music, Music",1961-08-14,95,0,0,0
The Preludes Five,Starlight,1961-08-14,96,0,0,0
Billy Bland,My Heart's On Fire,1961-08-14,97,100,97,2
The Four Preps,More Money For You And Me,1961-08-14,98,0,0,0
The Coasters,Girls Girls Girls (Part II),1961-08-14,99,0,0,0
The Four Sportsmen,Pitter-Patter,1961-08-14,100,0,0,0
Bobby Lewis,Tossin' And Turnin',1961-08-21,1,1,1,18
Joe Dowell,Wooden Heart,1961-08-21,2,5,2,9
The Highwaymen,Michael,1961-08-21,3,6,3,7
Mar-Keys,Last Night,1961-08-21,4,3,3,8
Chris Kenner,"I Like It Like That, Part 1",1961-08-21,5,2,2,13
Ral Donner,You Don't Know What You've Got (Until You Lose It),1961-08-21,6,11,6,7
Curtis Lee,Pretty Little Angel Eyes,1961-08-21,7,7,7,8
Brenda Lee,Dum Dum,1961-08-21,8,4,4,10
Chubby Checker,Let's Twist Again,1961-08-21,9,8,8,10
Gary U.S. Bonds,School Is Out,1961-08-21,10,10,10,5
Linda Scott,Don't Bet Money Honey,1961-08-21,11,16,11,8
Timi Yuro,Hurt,1961-08-21,12,15,12,5
Connie Francis,Together,1961-08-21,13,9,6,9
Adam Wade,As If I Didn't Know,1961-08-21,14,21,14,5
Fats Domino,Let The Four Winds Blow,1961-08-21,15,17,15,5
Patsy Cline,I Fall To Pieces,1961-08-21,16,24,16,14
Eddie Hodges,I'm Gonna Knock On Your Door,1961-08-21,17,22,17,10
Damita Jo,I'll Be There,1961-08-21,18,12,12,8
The Chordettes,Never On Sunday,1961-08-21,19,13,13,10
Del Shannon,Hats Off To Larry,1961-08-21,20,14,5,12
The Jive Five With Joe Rene And Orchestra,My True Story,1961-08-21,21,32,21,8
The Diamonds,One Summer Night,1961-08-21,22,25,22,8
Matt Monro,My Kind Of Girl,1961-08-21,23,18,18,13
Tex Ritter,I Dreamed Of A Hill-Billy Heaven,1961-08-21,24,33,24,8
Jerry Butler,I'm A Telling You,1961-08-21,25,26,25,5
Lonnie Donegan And His Skiffle Group,Does Your Chewing Gum Lose It's Flavor (On The Bedpost Over Night),1961-08-21,26,40,26,3
U.S. Bonds,Quarter To Three,1961-08-21,27,19,1,14
Brook Benton,The Boll Weevil Song,1961-08-21,28,20,2,15
Wanda Jackson,Right Or Wrong,1961-08-21,29,38,29,9
The Fireballs,Quite A Party,1961-08-21,30,27,27,9
Bobby Vee,Take Good Care Of My Baby,1961-08-21,31,41,31,3
Frank Gari,Princess,1961-08-21,32,36,32,8
Barry Mann,"Who Put The Bomp (In The Bomp, Bomp, Bomp)",1961-08-21,33,44,33,3
The Platters,I'll Never Smile Again,1961-08-21,34,49,34,4
Mary Wells,I Don't Want To Take A Chance,1961-08-21,35,42,35,6
Don Gibson,Sea Of Heartbreak,1961-08-21,36,39,33,10
Ann-Margret,I Just Don't Understand,1961-08-21,37,43,37,5
The Regents,Runaround,1961-08-21,38,28,28,7
Sam Cooke,Cupid,1961-08-21,39,23,17,12
Ben E. King,Amor,1961-08-21,40,48,40,4
The Shirelles,A Thing Of The Past,1961-08-21,41,46,41,7
Dick and DeeDee,The Mountain's High,1961-08-21,42,68,42,4
The Halos,Nag,1961-08-21,43,54,43,6
Johnny Tillotson,Without You,1961-08-21,44,61,44,3
Etta James,"Don't Cry, Baby",1961-08-21,45,52,45,3
The Dreamlovers,When We Get Married,1961-08-21,46,76,46,4
Linda Scott,"Starlight, Starbright",1961-08-21,47,53,47,4
The Jarmels,A Little Bit Of Soap,1961-08-21,48,67,48,3
Roy Orbison,Crying,1961-08-21,49,71,49,2
The Drifters,Please Stay,1961-08-21,50,30,14,12
Floyd Cramer,San Antonio Rose,1961-08-21,51,29,8,12
Gene McDaniels,A Tear,1961-08-21,52,31,31,8
Freddy Cannon,Transistor Sister,1961-08-21,53,62,53,4
Little Caesar and The Romans,Hully Gully Again,1961-08-21,54,79,54,3
Brian Hyland,Let Me Belong To You,1961-08-21,55,65,55,3
Ike & Tina Turner,It's Gonna Work Out Fine,1961-08-21,56,64,56,4
The Blue Jays,Lover's Island,1961-08-21,57,73,57,2
Don Shirley Trio,Water Boy,1961-08-21,58,66,58,6
Bob Moore and His Orch.,Mexico,1961-08-21,59,91,59,2
Ray Peterson,Missing You,1961-08-21,59,63,59,4
Roy Orbison,Candy Man,1961-08-21,60,69,60,3
Elvis Presley,Little Sister,1961-08-21,61,0,0,0
Clyde McPhatter,I Never Knew,1961-08-21,62,56,56,5
Ernie Fields,The Charleston,1961-08-21,63,47,47,10
The McGuire Sisters,Tears On My Pillow,1961-08-21,64,59,59,5
The Flamingos,Time Was,1961-08-21,65,45,45,8
Joe Barry,Teardrops In My Heart,1961-08-21,66,77,66,4
Bert Kaempfert And His Orchestra,Now And Forever,1961-08-21,67,81,67,4
Freddy King,San-Ho-Zay,1961-08-21,68,84,68,3
Clarence Henry,Lonely Street,1961-08-21,70,72,70,3
The Rays,Magic Moon (Clair De Lune),1961-08-21,71,88,71,2
The Rondels,Back Beat No. 1,1961-08-21,72,83,72,2
Tony Orlando,Bless You,1961-08-21,73,87,73,2
Hank Ballard And The Midnighters,Nothing But Good,1961-08-21,74,0,0,0
Brook Benton,Frankie And Johnny,1961-08-21,75,0,0,0
Pat Boone,Big Cold Wind,1961-08-21,76,0,0,0
The Shirelles,What A Sweet Thing That Was,1961-08-21,77,70,54,6
The Four Preps,More Money For You And Me,1961-08-21,78,98,78,2
Bobby Bland,Don't Cry No More,1961-08-21,79,80,79,3
"Karl Hammel, Jr.",Summer Souvenirs,1961-08-21,80,85,80,4
The Velaires,Roll Over Beethoven,1961-08-21,81,92,81,2
Gene Pitney,Every Breath I Take,1961-08-21,82,90,82,3
The Sensations Featuring Yvonne,"Music, Music, Music",1961-08-21,83,95,83,2
Shirley & Lee,"Well-A, Well-A",1961-08-21,84,93,84,3
Rick And The Keens,Peanuts,1961-08-21,85,60,60,8
The Four Sportsmen,Pitter-Patter,1961-08-21,86,100,86,2
Johnny Maestro with The Coeds,Mr. Happiness,1961-08-21,87,57,57,5
Mickey & Sylvia,Baby You're So Fine,1961-08-21,88,0,0,0
The Preludes Five,Starlight,1961-08-21,89,96,89,2
Ray Stevens,Jeremiah Peabody's Poly Unsaturated Quick Dissolving Fast Acting Pleasant T,1961-08-21,90,0,0,0
Jackie Wilson,Years From Now,1961-08-21,91,0,0,0
Wink Martindale,Black Land Farmer,1961-08-21,92,0,0,0
Billy Bland,My Heart's On Fire,1961-08-21,93,97,93,3
James Brown And The Famous Flames,"Baby, You're Right",1961-08-21,94,0,0,0
Chuck Jackson,I Wake Up Crying,1961-08-21,95,0,0,0
