Event,Location,Date Reported,Incident/Case#,Date Occurred,Time Occurred,Summary:,Disposition:
Noise Disturbance,The Village West Bldg 3,2/22/2014,140222078,2/22/2014,10:02 PM,Yelling and loud music,Will Cooperate
Quiet Hours Contact,The Village West Bldg 3,2/22/2014,140222079,2/22/2014,10:16 PM,,Will Cooperate
Citizen Contact,La Jolla Shores Beach,2/22/2014,140222080,2/22/2014,10:25 PM,Sleepers inside vehicle,Field Interview
Suspicious Person,UCTR 111A,2/22/2014,140222081,2/22/2014,10:25 PM,,Information Only
Drunk In Public,Science & Engineering Research,2/22/2014,2014-0288,2/22/2014,10:59 PM,,Closed By Adult Arrest X2
Alcohol Contact,Library Walk,2/22/2014,140222092,2/22/2014,11:21 PM,,Information Only
Marijuana Contact,Matthews Apartments,2/22/2014,140222094,2/22/2014,11:24 PM,,Information Only
Drunk Driving No Injuries,Asia Hall,2/22/2014,2014-0289,2/22/2014,11:30 PM,"Reporting party attempting to stop subject from driving drunk, Public intoxication",Transported To Detox
Alcohol Contact,Matthews Apartments,2/22/2014,140222096,2/22/2014,11:44 PM,,Information Only
Petty Theft,Café Ventanas,2/22/14,2014-0296,2/22/2014-2/23/2014,7:40 PM-2:10 PM,Loss: $400.00,Online Report
Theft Of Bicycle,Beagle Hall,2/22/14,2014-0298,2/9/2014-2/14/2014,3:15 PM-11:15 PM,Loss: $110.00,Online Report
Noise Disturbance,Village East 1,2/17/2014,140217004,2/17/2014,1:42 AM,Loud music,Will Cooperate
Quiet Hours Contact,Harlan Hall,2/17/2014,2014-0269,2/17/2014,2:23 AM,,"Closed By Citation, Adult"
Security Alarm,Isaacs Hall,2/17/2014,140217023,2/17/2014,9:17 AM,,False Alarm
Citizen Flagdown,Miramar Street,2/17/2014,140217030,2/17/2014,10:55 AM,Staff member witnessed possible anti-American & Muslim writing,Information Only
Hit & Run-No Injuries,Lot 208,2/17/2014,2014-0270,2/17/2014,12:15 PM,,Report Taken
Information,Thornton ER-Lot 752,2/17/2014,140217042,2/17/2014,3:23 PM,"Possible disturbance, subject headed to ER to pick up patient and has history of being verballydisruptive",Checks OK
Suspicious Person,Mobil Station,2/17/2014,140217044,2/17/2014,4:02 PM,,Field Interview
Citizen Flagdown,Mobil Station,2/17/2014,2014-0271,2/17/2014,4:36 PM,"Welfare check, public intoxication",Transported To Detox
Lewd Act In Public,Price Center,2/17/2014,140217050,2/17/2014,5:42 PM,"Non affiliate, stay away order issued","Closed By Citation, Adult"
Suspicious Person,North Point Dr/North Torrey Pines Rd,2/17/2014,140217070,2/17/2014,9:13 PM,,Field Interview
Disturbance,Mobil Station,2/17/2014,140217075,2/17/2014,10:41 PM,"Per San Diego Police, report of verbal argument between motorists, possible gun involved",Unable To Locate
Suspicious Person,South Mesa Apartments,2/17/2014,140217081,2/17/2014,11:57 PM,,Unable To Locate
Petty Theft,Revelle Res Halls,2/17/2014,2014-0274,2/17/2014,1:30 AM-11:25 AM,Loss: $2.00,Online Report
Quiet Hours Contact,Matthews Apartments,2/11/2014,140211002,2/11/2014,1:19 AM,,Will Cooperate
Citizen Contact,Engineering Bldg Unit 2,2/11/2014,140211006,2/11/2014,2:35 AM,Smoking,Information Only
Illegal Parking,Lot 502,2/11/2014,140211009,2/11/2014,3:03 AM,,information Only
Welfare Check,Robinson Complex Bldg 1,2/11/2014,140211015,2/11/2014,4:04 AM,"Student age subject laying on floor, has prior medical condition",Transported To Hospital
Security Alarm,Biomedical Sciences Building,2/11/2014,140211020,2/11/2014,5:49 AM,,False Alarm
Bicyclist Stop,Lot 601,2/11/2014,140211031,2/11/2014,8:11 AM,,Cited
Vandalism,Gilman Dr/Mandeville Ln,2/11/2014,2014-0230,Unknown-2/11/2014,Unknown-8:34 AM,"Graffiti, damage: $400.00",Report Taken
Petty Theft,Black Resource Center,2/11/2014,2014-0231,2/10/2014-2/11/2014,6:30 PM-8:10 AM,Loss: $150.00,Report Taken
Preserve The Peace,Marshall Provost,2/11/2014,140211047,2/11/2014,9:04 AM,"Having a meeting with student, requesting officers be in the area",Information Only
Bicyclist Stop,Voigt/Ximed,2/11/2014,140211055,2/11/2014,12:09 PM,,Verbal Warning Issued
Bicyclist Stop,Lot 507,2/11/2014,140211057,2/11/2014,12:27 PM,,Verbal Warning Issued
Skateboard Stop,Price Center,2/11/2014,140211058,2/11/2014,12:35 PM,,Verbal Warning Issued
Bicyclist Stop,Library Walk,2/11/2014,140211059,2/11/2014,12:38 PM,,Cited
Hit & Run- No Injuries,Lot 702,2/11/2014,2014-0232,2/11/2014,6:30 AM,,Report Taken
Bicyclist Stop/Skateboard Stop,Library Walk,2/11/2014,Various Incident Numbers,2/11/2014,12:44 PM-1:43 PM,,"5-Cited, 10-Verbal Warnings, 2-Written Warnings"
Security Alarm,Price Center-Bank Of America ATM,2/11/2014,140211068,2/11/2014,12:59 PM,,False Alarm
Welfare Check,Expedition Wy/Downwind Wy,2/11/2014,140211081,2/11/2014,1:50 PM,Subject with 15 dogs,Unable To Locate
Incomplete Phone Call/911 Hang Up,Café Ventanas,2/11/2014,140211083,2/11/2014,2:53 PM,,Checks OK
Medical Aid,Goldberg,2/11/2014,140211085,2/11/2014,3:03 PM,Subject experiencing allergic reaction,Transported To Hospital
Incomplete Wireless 911 Call,Central Mesa Apartments,2/11/2014,140211087,2/11/2014,3:41 PM,,Checks OK
Traffic Stop,Voigt Dr/Gilman Dr,2/11/2014,140211090,2/11/2014,5:01 PM,Failure to yield right of way to pedestrian,Verbal Warning Issued
Grand Theft,Medical Teaching Facility,2/11/2014,140211091,2/11/2014,5:10 PM,Lost property believed to still be inside MTF building,Information Only
Suspicious Person,Spanos Athletic Training Facility,2/11/2014,140211092,2/11/2014,6:01 PM,,Field Interview
Traffic Stop,I-5/Old Town (Off Campus),2/11/2014,140211093,2/11/2014,8:07 PM,Unsafe turn and speed,Verbal Warning
Traffic Stop,I-5/Clairemont Dr (Off Campus),2/11/2014,140211094,2/11/2014,8:17 PM,Vehicle equipment violation,Verbal Warning
Traffic Stop,Gilman Dr/I-5 (Off Campus),2/11/2014,2014-0234,2/11/2014,8:30 PM,Speeding,"Closed By Citation, Adult"
Citizen Contact,Price Center,2/11/2014,140211096,2/11/2014,8:49 PM,Group smoking,Information Only
Welfare Check,Marshal Res Halls,2/11/2014,140211098,2/11/2014,9:37 PM,Parent unable to get ahold of daughter since 2/10/2014,Checks OK
Suspicious Person,Tenaya Hall,2/11/2014,140211099,2/11/2014,9:41 PM,,Checks OK
Incomplete Wireless 911 Call,North Mesa Apartments,2/11/2014,140211101,2/11/2014,9:50 PM,,Checks OK
Suspicious Vehicle,Gilder Port,2/11/2014,140211102,2/11/2014,10:26 PM,,Field Interview
Suspicious Vehicle,Glider Port,2/11/2014,140211103,2/11/2014,10:34 PM,,Information Only
Welfare Check,Price Center,2/11/2014,140211104,2/11/2014,10:35 PM,Suspicious person,Unable To Locate
Information,Coast Apartments,2/11/2014,140211106,2/11/2014,10:50 PM,"On going neighbor dispute/noise complaint, will call apartment office in morning",Information Only
Traffic Stop,Gilder Port,2/11/2014,2014-0235,2/11/2014,10:55 PM,Marijuana contact,Marijuana Impounded
Call For Assistance,Glider Port,2/11/2014,2014-0236,2/11/2014,11:06 PM,,Report Taken
Skateboard Stop,Gilman Parking Structure,2/11/2014,140211109,2/11/2014,11:43 PM,large group of skateboarders in area,Unable To Locate
Marijuana Contact,Marshall Res Halls,2/11/2014,140211110,2/11/2014,11:46 PM,,Information Only
Petty Theft Of Bicycle,The Village Market,2/11/2014,2014-0239,12/15/2013-2/11/2014,1:00 AM-2:50 PM,Loss: $100.00,Online Report
Noise Disturbance,The Village West Bldg 3,2/7/2014,140207002,2/7/2014,1:06 AM,Loud party,Information Only
Suspicious Person,Pangea Parking Structure,2/7/2014,2014-0204,2/7/2014,1:14 AM,Public intoxication,Transported To Detox
Noise Disturbance,Frankfurter Hall,2/7/2014,140207004,2/7/2014,1:40 AM,Power washing outside his window,Will Cooperate
Fire Alarm,The Village West Bldg 1,2/7/2014,2014-0205,2/7/2014,2:07 AM,"Fire sprinkler malfunction, no sign of fire or smoke",Checks OK
Noise Disturbance,Mesa Verde Hall,2/7/2014,140207006,2/7/2014,2:12 AM,Video games,Quiet On Arrival
Citizen Contact,Lot 504,2/7/2014,140207010,2/7/2014,3:53 AM,Subject refusing to show identification to Residential Security Officer,Field Interview
Welfare Check,Mandeville Center,2/7/2014,140207012,2/7/2014,4:43 AM,Checking on status of Community Service Officer,Checks OK
Information,Lot 359,2/7/2014,140207014,2/7/2014,5:21 AM,All lights are out in lot,Information Only
Suspicious Person,Preuss School,2/7/2014,140207015,2/7/2014,6:27 AM,Transient sleeper,Field Interview
Security Alarm,Student Services Center-Cashiers Office,2/7/2014,140207017,2/7/2014,7:02 AM,,False Alarm
Assist Other Agency,Lot 405,2/7/2014,140207030,2/7/2014,8:57 AM,"Parking in contact with subject using handicap placard, subject has no identification",Information Only
Suspicious Circumstances,Leichtag Biomedical Bldg,2/7/2014,140207031,2/7/2014,8:58 AM,Dry blood on ground floor,Referred To Other Agency-EH&S
Bicyclist Stop,Voigt Dr/Lyman Ln,2/7/2014,140207034,2/7/2014,9:27 AM,,Cited
Fire Alarm,Stephen Birch Aquarium,2/7/2014,140207038,2/7/2014,10:22 AM,,False Alarm
Incomplete Phone Call 911 Hang Up,Rebecca & John Moores Cancer Center,2/7/2014,140207039,2/7/2014,11:01 AM,Staff member advised she did not call and there was no emergency,Referred To Other Agency-Thornton Security
Citizen Contact,Torrey Pines Center North,2/7/2014,2014-0207,1/10/2014-2/7/2014,10:18 PM-10:53 AM,Fraudulent donations made to UCSD Foundation,Report Taken
"Disturbance, Psych Subject",Galbraith Hall,2/7/2014,2014-0209,2/7/2014,11:43 AM,,Transported To Hospital For Evaluation
Non Injury Accident,Eucalyptus Point Conference Center,2/7/2014,2014-0208,2/7/2014,10:45 AM,UC cart collided into wooden rail,Report Taken
Disturbance,Student Services Center,2/7/2014,140207047,2/7/2014,12:39 PM,Group handing out flowers and video taping people in quad area,Information Only
Incomplete Wireless 911 Call,Black Hall,2/7/2014,140207048,2/7/2014,1:10 PM,,Checks OK
Injury,Voigt Dr/Equality Ln,2/7/2014,2014-0210,2/7/2014,1:35 PM,"Skateboarder collided into pick up truck, possibly has broken arm",Transported To Hospital
Preserve The Peace,Student Services Center,2/7/2014,140207051,2/7/2014,1:52 PM,,Information Only
Suspicious Circumstances,Torrey Pines Center North,2/7/2014,140207053,2/7/2014,2:19 PM,Suspicious person left box by trees,Checks OK
Injury,Argo Hall,2/7/2014,2014-0211,2/7/2014,3:25 PM,Excessive alcohol,Transported To Hospital
Medical Aid,Campus Point Dr/Voigt Dr,2/7/2014,140207057,2/7/2014,3:47 PM,Subject slumped over inside vehicle,Unable To Locate
Medical Aid,Black Hall,2/7/2014,140207058,2/7/2014,4:19 PM,Subject drank unknown liquid thinking it was water,"Medics Responded, Checks OK"
Citizen Contact,UCSD Police Department,2/7/2014,140207064,2/7/2014,5:08 PM,Subject upset about expulsion and perceived ill treatment by administration,Information Only
Fire Alarm,Rita Atkinson Residences,2/7/2014,140207065,2/7/2014,5:28 PM,,False Alarm
Marijuana Contact,Blake Hall,2/7/2014,2014-0212,2/7/2014,6:30 PM,,Marijuana Impounded
Information,Biomedical Sciences Bldg,2/7/2014,140207070,2/7/2014,6:45 PM,"Facilities Management accidentally set off alarm, unable to reset",Information Only
Quiet Hours Contact,Sixth College Apartments,2/7/2014,140207072,2/7/2014,9:33 PM,,Will Cooperate
Suspicious Person,Mandeville Center,2/7/2014,2014-0214,2/7/2014,9:35 PM,"Three subjects brandishing firearm and running around area, checks ok, replica weapon only",Report Taken
Alcohol Contact,San Diego State University,2/7/2014,2014-0213,2/7/2014,9:45 PM,Officer contacted subject during mutual aid enforcement at SDSU,
Unknown Event,Argo hall,2/7/2014,140207076,2/7/2014,10:39 PM,,Will Cooperate
Quiet Hours Contact,Sixth College Apartments,2/7/2014,140207077,2/7/2014,10:44 PM,,Will Cooperate
Noise Disturbance,North Mesa Apartments,2/7/2014,140207078,2/7/2014,11:01 PM,Loud music,Will Cooperate
Quiet Hours Contact,Sixth College Apartments,2/7/2014,140207080,2/7/2014,11:11 PM,,Will Cooperate
Suspicious Person,Sixth College Bldg 709,2/7/2014,140207081,2/7/2014,11:16 PM,"No suspicious person, student playing around",Information Only
Disturbance,Revelle Apartments,2/7/2014,140207082,2/7/2014,11:18 PM,Assist Resident Advisors contacting party,Information Only
Noise Disturbance,Mesa Verde Hall,2/7/2014,140207083,2/7/2014,11:31 PM,Loud talking and stomping,Will Cooperate
Quiet Hours Contact,The Village West Bldg 8,2/7/2014,140207084,2/7/2014,11:47 PM,,Will Cooperate
Quiet Hours Contact,The Village West Bldg 6,2/7/2014,140207085,2/7/2014,11:52 PM,,Will Cooperate
Theft Of Bicycle,Center Hall,2/7/2014,2014-0226,2/3/2014-2/6/2014,2:45 PM,Loss: $170.00,Online Report
Citizen Contact,Parking Lot 309,2/24/2014,140224004,2/24/2014,3:46 AM,,Checks Ok
"Disturbance, Noise",The Village West Building 1,2/24/2014,140224005,2/24/2014,3:56 AM,Subjects screaming and partying,Quiet on Arrival
Suspicious Vehicle,Parking Lot 406,2/24/2014,140224006,2/24/2014,4:04 AM,Subjects sleeping inside vehicle,Checks Ok
Citizen Contact,Rimac,2/24/2014,140224007,2/24/2014,4:05 AM,Subject yelling,Information Only
Fire Alarm,Café Ventanas,2/24/2014,140224014,2/24/2014,7:01 AM,,False Alarm
Bicyclist Stop,Library Walk,2/24/2014,Various Incidents,2/24/2014,8:32AM - 8:50 AM,,7 Verbal Warning Issued
Skateboard Stop,Geisel Library,2/24/2014,Various Incidents,2/24/2014,8:50:00 AM - 8:54 AM,,2 Verbal Warning Issued
Bicyclist Stop,Student Health,2/24/2014,140224034,2/24/2014,8:57 AM,,Verbal Warning Issued
Bicyclist Stop,Center Hall,2/24/2014,140224035,2/24/2014,8:58 AM,,"Closed, Cited and Released"
Bicyclist Stop,Gilman Drive/Library Walk,2/24/2014,Various Incidents,2/24/2014,8:59 AM - 9:14 AM,,3 Verbal Warning Issued
Bicyclist Stop,Center Hall,2/24/2014,140224042,2/24/2014,9:17 AM,,"Closed, Cited and Released"
Bicyclist Stop,Gilman Drive/Library Walk,2/24/2014,Various Incidents,2/24/2014,9:19 AM - 9:28 AM,,2 Verbal Warning Issued
Bicyclist Stop,Center Hall,2/24/2014,140224046,2/24/2014,9:31 AM,,"Closed, Cited and Released"
Citizen Flagdown,Gilman Drive/Library Walk,2/24/2014,140224048,2/24/2014,9:38 AM,,Information Only
Bicyclist Stop/Skateboard Stop,Library Walk/Gilman Drive,2/24/2014,Various Incidents,2/24/2014,9:38 AM - 10:27 AM,,"7 Verbal Warning Issued; 5 Closed, Cited and Released"
Bicyclist Stop,Center Hall,2/24/2014,140224066,2/24/2014,10:32 AM,,"Closed, Cited and Released"
Bicyclist Stop,Gilman Drive/Library Walk,2/24/2014,Various Incidents,2/24/2014,10:41 AM - 10:44 AM,,"2 Closed, Cited and Released"
Bicyclist Stop/Skateboard Stop,Library Walk/Gilman Drive,2/24/2014,Various Incidents,2/24/2014,10:48 AM - 11:05 AM,,"3 Closed, Cited and Released; 4 Verbal Warning Issued"
Citizen Contact,UCSD Police Department,2/24/2014,2014-0299,2/21/2014,10:00 AM - 10:50 AM,,Report Taken
Bicyclist Stop,Gilman Drive/Library Walk,2/24/2014,140224079,2/24/2014,11:09 AM,,Verbal Warning Issued
Citizen Flagdown,Library Walk/Gilman Drive,2/24/2014,140224080,2/24/2014,11:16 AM,,Information Only
Ticket Sign Off,Gilman Drive/Library Walk,2/24/2014,140224081,2/24/2014,11:18 AM,,Information Only
Citizen Flagdown,Preuss School,2/24/2014,140224085,2/24/2014,11:44 AM,,Information Only
Bicyclist Stop,Library Walk,2/24/2014,140224086,2/24/2014,11:52 AM,,Verbal Warning Issued
Medical Aid,Student Health,2/24/2014,140224089,2/24/2014,12:01 PM,Subject experiencing chest pain,Transported to Hospital by Medics
Skateboard Stop,Pangea Parking Structure,2/24/2014,140224095,2/24/2014,12:53 PM,,Field Interview
Welfare Check,Scholars Drive North/Pangea Drive,2/24/2014,140224096,2/24/2014,1:02 PM,Skateboarder fell,Checks OK
Suspicious Person,Preuss School,2/24/2014,140224097,2/24/2014,1:02 PM,,Field Interview
Fire Alarm,Shiley Eye Center,2/24/2014,140224100,2/24/2014,3:30 PM,,False Alarm
Bicyclist Stop/Skateboard Stop,Library Walk,2/24/2014,Various Incidents,2/24/2014,3:49 PM - 4:05 PM,,Verbal Warning Issued
Indecent Exposure,Voigt Drive/Parking Lot 702,2/24/2014,140224109,2/24/2014,5:04 PM,,Information Only
Suspicious Person,Spanos Athletic Training Facility,2/24/2014,140224116,2/24/2014,7:37 PM,,Field Interview
Citizen Contact,Parking Lot 103,2/24/2014,140224117,2/24/2014,7:43 PM,,Information Only
Illegal Parking,Equality Lane,2/24/2014,140224121,2/24/2014,8:40 PM,,"Closed, Cited and Released"
Citizen Contact,Matthews Apartments,2/24/2014,140224123,2/24/2014,9:38 PM,,Information Only
Citizen Contact,Campus Point Drive/Voigt Drive,2/24/2014,140224124,2/24/2014,9:40 PM,,Information Only
Alcohol Contact,Library Walk,2/23/2014,140223001,2/23/2014,12:01 AM,,Information Only
Alcohol Contact,Tioga Hall,2/23/2014,140223002,2/23/2014,12:03 AM,Minor consuming alcohol,Cited
Drunk In Public,Voigt Dr/Matthews Ln,2/23/2014,2014-0290,2/23/2014,12:13 AM,Public intoxication,Transported To Detox
Drunk In Public,Price Center,2/23/2014,2014-0292,2/23/2014,12:28 AM,Public intoxication,Transported To Detox
Drunk In Public,Price Center,2/23/2014,2014-0291,2/23/2014,12:32 AM,Public intoxication,Transported To Detox
Citizen Contact,Lot 310,2/23/2014,140223011,2/23/2014,12:45 AM,Subject(s) on basketball courts,Information Only
Citizen Contact,Asante Hall,2/23/2014,140223012,2/23/2014,12:48 AM,Smoking,Information Only
Quiet Hours Contact,Kathmandu,2/23/2014,140223013,2/23/2014,1:05 AM,,Will Cooperate
Incomplete Wireless 911 Call,The Village West Bldg 3,2/23/2014,140223020,2/23/2014,2:01 AM,,Checks OK
Information,Scripps Memorial Hospital,2/23/2014,140223021,2/23/2014,2:09 AM,Reporting party attempting to get has been drinking spouse to go into emergency room,Referred To Other Agency
Suspicious Vehicle,Lot 207,2/23/2014,140223023,2/23/2014,2:15 AM,,Checks OK
Citizen Flagdown,Gilman Dr/Eucalyptus Grove Ln,2/23/2014,140223024,2/23/2014,2:20 AM,Directions needed,Information Only
Citizen Contact,Blacks Beach Gate,2/23/2014,140223030,2/23/2014,3:18 AM,Subjects sitting in roadway,Field Interview
Quiet Hours Contact,Matthews Apartments,2/23/2014,140223032,2/23/2014,3:23 AM,,Will Cooperate
Noise Disturbance,Village East 1,2/23/2014,140223033,2/23/2014,3:33 AM,Loud party,Will Cooperate
Medical Aid,Sixth College Apartments,2/23/2014,140223037,2/23/2014,4:20 AM,Subject having difficulty breathing,Transported To Hospital
Citizen Contact,UCSD Police Department,2/23/2014,2014-0294,2/18/2014,Unknown,Report of false pretenses: obtain money/etc.,Report Taken
Fire Alarm,Oceanview Terrace,2/23/2014,140223044,2/23/2014,11:41 AM,,False Alarm
Security Alarm,SIO T25,2/23/2014,140223048,2/23/2014,1:07 PM,,False Alarm
Chemical Spill,Center For Molecular Medicine,2/23/2014,140223054,2/23/2014,2:43 PM,"Ethidium bromide spilled, a little touched subjects skin, no signs of irritation, no medics required",Referred To Other Agency-EH&S
Skateboard Stop,Southwest Fisheries,2/23/2014,140223058,2/23/2014,6:05 PM,,Field Interview
Medical Aid,South Mesa Apartments,2/23/2014,140223063,2/23/2014,7:28 PM,Juvenile subject having a panic attack after falling,Transported To Hospital
Injury,Ridgewalk By RIMAC,2/23/2014,2014-0295,2/23/2014,7:29 PM,Bicyclist fell off bicycle and hit head,Refused Medics/Report Taken
Assist Other Agency,VA Hospital,2/23/2014,140223065,2/23/2014,7:36 PM,Per San Diego Police report of drunk in public subject in area,Information Only
