,Event,Location,Date Reported,Incident/Case#,Date Occurred,Time Occurred,Summary:,Disposition:
2744,Information,Rebecca and John Moores Cancer Center,8/13/2017,1708130055,8/13/2017,9:46 PM,GTRI low battery,Referred to Other Department
2745,Illegal Camping,Lot 303,8/13/2017,1708130058,8/13/2017,10:08 PM,Possible camper,Checks Ok
2746,Lost Property,Geisel Library,8/13/2017,1708130062,8/13/2017,11:09 PM,Unsecured bicycle,Information Only
2747,Stolen Vehicle,Lot 207,8/2/2017,1708020001,8/1/2017 - 8/2/2017,3:00 PM - 12:13 AM,Reporting party unable to locate vehicle,Cancelled
2748,Welfare Check,Gilman Drive/Myers Drive,8/2/2017,1708020006,8/2/2017,3:41 AM,Female asleep on sidewalk,Field Interview
2749,Fire Alarm,Pharmaceutical Sciences,8/2/2017,1708020010,8/2/2017,7:43 AM,,False Alarm
2750,Citizen Contact,Police Department,8/2/2017,1708020013,8/2/2017,9:29 AM,Parents requesting contact referring to daughter possibly being stalked,Service Provided
2751,Information,Marshall Residential Halls,8/2/2017,2017-1233,8/2/2017,9:30 AM,Flyers taped to police vehicles,Report Taken
2752,Suspicious Person,Gilman Parking Structure,8/2/2017,1708020018,8/2/2017,10:41 AM,Male looking into windows of vehicles,Unable to Locate
2753,Non Injury Accident,Lot 304,8/2/2017,2017-1234,8/2/2017,11:26 AM,Vehicle v. vehicle,Report Taken
2754,Medical Aid,Marshall Residential Halls,8/2/2017,1708020024,8/2/2017,12:49 PM,Female with high blood pressure and high pulse,Transported to Hospital
2755,Security Alarm,Student Services Center,8/2/2017,1708020028,8/2/2017,1:56 PM,,False Alarm
2756,Citizen Flagdown,Lot 701,8/2/2017,1708020032,8/2/2017,5:02 PM,Vehicle escort to Thornton Emergency,Service Provided
2757,Medical Aid,Lot 610,8/2/2017,1708020033,8/2/2017,5:05 PM,Male experiencing chest pains,Transported to Hospital
2758,Suspicious Person,Regents Road,8/2/2017,1708020040,8/2/2017,8:46 PM,Male matching description of person from robbery incident,Unable to Locate
2759,Suspicious Person,La Jolla Del Sol Apartments,8/2/2017,1708020044,8/2/2017,9:29 PM,Vehicle idling at location,Referred to Other Agency
2760,Noise Disturbance,La Jolla Del Sol Apartments,8/2/2017,1708020047,8/2/2017,10:45 PM,Large group at pool area,Will Cooperate
2761,Fire Alarm,North America Hall,8/2/2017,1708020049,8/2/2017,10:51 PM,,False Alarm
2762,Noise Disturbance,Earth Hall South,8/2/2017,1708020051,8/2/2017,11:10 PM,Kids from cosmo camp at location,Checks OK
2763,Alcohol Contact,The Village West Building 1,8/2/2017,SC #01119-2017,7/29/2017,12:00 AM,Residents with open cans of beer,Referred to Student Conduct
2764,Copyright Infringement,UCSD's Virtual Private Network,8/2/2017,SC #01118-2017,7/25/2017,8:23 AM,Distribution of copyrighted material,Referred to Student Conduct
2765,Assist Other Agency,La Jolla Farms Road,8/7/2017,1708070003,8/7/2017,1:22 AM,Looking for 6-7 males who possibly attempted rape,Referred to Other Agency
2766,Suspicious Person,Europe Hall,8/7/2017,1708070004,8/7/2017,2:58 AM,Checking on subject laying in stairwell,Checks OK
2767,Found Property,Lot 504,8/7/2017,2017-1253,8/7/2017,7:09 AM,2 unattended backpacks,Report Taken
2768,Medical Aid,Canyonview Pool,8/7/2017,2017-1252,8/7/2017,7:15 AM,Subject having seizure,Report Taken
2769,Suspicious Package,Southwest Fisheries Science Center,8/7/2017,2017-1254,8/7/2017,10:10 AM,Large envelope with unintelligible writing,Report Taken
2770,Hit and Run No Injuries,VA Hospital,8/7/2017,1708070022,8/7/2017,12:12 PM,,Information Only
2771,Citizen Flagdown,Lot 207,8/7/2017,1708070023,8/7/2017,12:28 PM,Unable to find vehicle,Service Provided
2772,Traffic Hazard,Biological Grade,8/7/2017,1708070025,8/7/2017,1:10 PM,"Male driving up and down hill with subjects filming, disrupting traffic",Gone On Arrival
2773,Citizen Contact,Lot 502,8/7/2017,1708070026,8/7/2017,1:25 PM,Male seen dumping construction trash in dumpsters,Will Cooperate
2774,Citizen Contact,The Village West Building 1,8/7/2017,1708070028,8/7/2017,1:54 PM,Male seen dumping construction trash into dumpsters,Will Cooperate
2775,Traffic Hazard,Tenaya Hall,8/7/2017,1708070029,8/7/2017,2:00 PM,Vehicle blocking traffic,Checks OK
2776,Citizen Contact,Engineering Building Unit 3B,8/7/2017,2017-1255,8/7/2017,2:04 PM,Background to student's computer changed without permission,Report Taken
2777,Non Injury Accident,Voigt Drive/Gilman Drive,8/7/2017,2017-1256,8/7/2017,3:03 PM,Vehicle v. vehicle,Report Taken
2778,Gas Leak,Endurance Hall,8/7/2017,1708070037,8/7/2017,5:07 PM,Smell of propane in area,Referred to Other Department
2779,Ticket Sign Off,Police Department,8/7/2017,1708070042,8/7/2017,6:17 PM,,Service Provided
2780,Security Alarm,Unex Building K,8/7/2017,1708070044,8/7/2017,7:56 PM,,False Alarm
2781,Child Abuse,Murrieta,8/7/2017,2017-1257,Unknown,Unknown,,Referred to Other Agency
2782,Lost Property,Economics,8/7/2017,1708070049,8/7/2017,9:07 PM,Backpack and bag left unattended,Service Provided
2783,Welfare Check,Redwood Drive,8/7/2017,1708070051,8/7/2017,10:10 PM,Verbal argument between male and female in vehicle,Gone On Arrival
2784,Welfare Check,Gilman Parking Structure,8/7/2017,1708070058,8/7/2017,11:46 PM,Male looking disoriented,Checks OK
2785,Noise Disturbance,Cuzco Hall,8/26/2017,1708260001,8/26/2017,12:11 AM,People screaming,Quiet On Arrival
2786,Citizen Contact,Lot 502,8/26/2017,1708260002,8/26/2017,12:19 AM,Smoking contact,Student Conduct Referral
2787,Traffic Hazard,Lot 401,8/26/2017,1708260007,8/26/2017,2:47 AM,Tree branch blocking bike lane and sidewalk,Checks OK
2788,Possession of Controlled Substance,Coast Apartments,8/26/2017,2017-1326,8/26/2017,3:31 AM,Found with controlled substance,Closed by Adult Arrest
2789,Bench Warrant,Coast Apartments,8/26/2017,2017-1326,8/26/2017,3:31 AM,Found with controlled substance and outstanding warrant,Closed by Adult Arrest
2790,Bench Warrant,Coast Apartments,8/26/2017,2017-1326,8/26/2017,3:31 AM,Found with controlled substance,Closed by Adult Citation
2791,Citizen Contact,UCSD Police Department,8/26/2017,1708260016,8/26/2017,8:54 AM,Subject requires signature of officer for temporary travel permit,Service Provided
2792,Citizen Flagdown,Gilman Drive/Osler Lane,8/26/2017,1708260018,8/26/2017,9:27 AM,Providing directions,Service Provided
2793,Fire Alarm,Pangea Parking Structure,8/26/2017,1708260019,8/26/2017,10:01 AM,,False Alarm
2794,Assist Other Agency,North Torrey Pines Road,8/26/2017,1708260023,8/26/2017,11:11 AM,Bikes in roadway,Referred to Other Agency
2795,Citizen Contact,Miramar Street,8/26/2017,1708260028,8/26/2017,12:34 PM,,Information Only
2796,Citizen Contact,Lot 701,8/26/2017,1708260029,8/26/2017,1:00 PM,Providing directions,Information Only
2797,Citizen Contact,Lot 701,8/26/2017,1708260030,8/26/2017,1:03 PM,Furnish transportation,Information Only
2798,Citizen Flagdown,Eucalyptus Grove Lane/Gilman Drive,8/26/2017,1708260033,8/26/2017,1:29 PM,,Information Only
2799,Citizen Contact,Price Center,8/26/2017,1708260041,8/26/2017,3:32 PM,,Information Only
2800,Disturbance - Argument,North Mesa Apartments,8/26/2017,1708260042,8/26/2017,4:28 PM,Subjects yelling and screaming for the past 10 minutes,Will Cooperate
2801,Fire Alarm,Mandeville Center,8/26/2017,1708260050,8/26/2017,8:07 PM,,False Alarm
2802,Information,Coast Apartments,8/26/2017,1708260057,8/26/2017,8:46 PM,"Subject left keys in apartment and is subletting, but has no proof or permission from housing to get inside apartment. Subject advised to contact original resident.",Information Only
2803,Security Alarm,SIO Director's Office,8/26/2017,1708260058,8/26/2017,10:50 PM,,False Alarm
2804,Noise Disturbance,Mesa Nueva Building A,8/26/2017,1708260060,8/26/2017,11:52 PM,Group of adults and children talking loudly for past few hours,Quiet On Arrival
2805,Quiet Hours Contact,Tamarack Apartments,8/1/2017,1708010001,8/1/2017,12:15 AM,Group of 30 visitors checking in,Will Cooperate
2806,Citizen Contact,Peterson Hall,8/1/2017,1708010002,8/1/2017,12:34 AM,People possibly looking through trash,Checks OK
2807,Suspicious Vehicle,Lot 207,8/1/2017,1708010003,8/1/2017,12:36 AM,,Information Only
2808,Medical Aid,Rita Atkinson Residences,8/1/2017,1708010005,8/1/2017,1:19 AM,Male having chest pains,Service Provided
2809,Fire Alarm,York Hall,8/1/2017,1708010007,8/1/2017,2:01 AM,,False Alarm
2810,Lost Property,Marshall Residential Halls,8/1/2017,1708010008,8/1/2017,3:09 AM,Bicycle impounded,Information Only
2811,Security Alarm,Student Services Center,8/1/2017,1708010012,8/1/2017,6:56 AM,,False Alarm
2812,Medical Aid,Marshall Residential Halls,8/1/2017,2017-1228,8/1/2017,8:40 AM,Male dehydrated having spasms,Transported to Hospital
2813,Non Injury Accident Report,Bookstore,8/1/2017,2017-1229,8/1/2017,12:32 PM,UCSD vehicle v. Bollard,Report Taken
2814,Medical Aid,Geisel Library,8/1/2017,1708010026,8/1/2017,1:31 PM,Female having panic attack,Service Provided
2815,Fraud,Institute of the Americas,8/1/2017,2017-1230,6/6/2017 - 6/26/2017,Unknown,Defrauded victim of $3200 by placing advertisement online,Report Taken
2816,Illegal Parking,Lot 418,8/1/2017,1708010030,8/1/2017,4:00 PM,Vehicle parked in red curb by fire hydrant,Citation Issued
2817,Security Alarm,UCTR 112,8/1/2017,1708010032,8/1/2017,4:34 PM,,False Alarm
2818,Medical Aid,Main Gym,8/1/2017,1708010033,8/1/2017,4:46 PM,Female with panic attack,Transported to Hospital
2819,Non Injury Accident,Gilman Parking Structure,8/1/2017,2017-1231,8/1/2017,5:01 PM,UC Vehicle v. Vehicle,Report Taken
2820,Petty Theft,Mesa Nueva Building C,8/1/2017,1708010036,8/1/2017,6:55 PM,Permit taken off vehicle,Service Provided
2821,Disturbance - Argument,Torrey Pines Scenic Drive,8/1/2017,1708010042,8/1/2017,10:25 PM,Subject being followed by an ex,Service Provided
2822,Welfare Check,Earth Hall,8/1/2017,1708010046,8/1/2017,11:00 PM,Subject wanting to kill themselves,Checks OK
2823,Security Alarm,Leichtag Biomedical Building,8/20/2017,1708200001,8/20/2017,12:05 AM,,False Alarm
2824,Welfare Check,Gilman Drive/Villa La Jolla Drive,8/20/2017,1708200002,8/20/2017,12:26 AM,Subject with neck pain,Transported to Hospital
2825,Vandalism,Argo Hall,8/20/2017,1708200003,8/20/2017,12:29 AM,Cement benches at location with a bad word on it,Information Only
2826,Security Alarm,Northview Information Booth,8/20/2017,1708200016,8/20/2017,7:21 AM,,False Alarm
2827,Skateboard Stop,La Jolla Farms Road/Blackgold Road,8/20/2017,1708200020,8/20/2017,8:28 AM,Skateboarders going down beach access gate,Information Only
2828,Fire Alarm,Pacific Hall,8/20/2017,1708200023,8/20/2017,9:08 AM,,False Alarm
2829,Citizen Contact,La Jolla Del Sol Apartments,8/20/2017,1708200027,8/20/2017,10:41 AM,Two subjects collecting recyclables,Field Interview
2830,Suspicious Vehicle,VA Hospital,8/20/2017,1708200033,8/20/2017,12:27 PM,Unoccupied vehicle,Checks OK
2831,Suspicious Vehicle,VA Hospital,8/20/2017,1708200034,8/20/2017,12:29 PM,"Occupied vehicle, sleeping subject",Field Interview
2832,Non Injury Accident,Mobil Station,8/20/2017,1708200035,8/20/2017,12:31 PM,"Vehicle v. vehicle, information exchange",Service Provided
2833,Information,UCSD Police Department,8/20/2017,1708200039,8/20/2017,2:56 PM,"Spanish speaking using language line, later verified caller had no emergency",Information Only
2834,Fire Alarm,The Village West Building 1,8/20/2017,2017-1302,8/20/2017,4:13 PM,Food burning on stovetop,Report Taken
2835,Medical Aid,Lot 412,8/20/2017,1708200045,8/20/2017,4:30 PM,Male feeling faint,Transported to Hospital
2836,Citizen Contact,Lot 759,8/20/2017,1708200047,8/20/2017,5:06 PM,,Service Provided
2837,Injury,Rimac,8/20/2017,1708200048,8/20/2017,5:07 PM,Subject cut left eyebrow,Service Provided
2838,Security Alarm,Northview Information Booth,8/20/2017,1708200050,8/20/2017,5:15 PM,,False Alarm
2839,Bicyclist Stop,Lot 701,8/20/2017,1708200052,8/20/2017,5:40 PM,Disobey traffic signs,Verbal Warning Issued
2840,Information,Urey Hall,8/20/2017,1708200057,8/20/2017,7:06 PM,Access cannot be made into building,Information Only
2841,Citizen Flagdown,Cashier's Office in Student Services Center,8/20/2017,1708200060,8/20/2017,7:58 PM,,Information Only
2842,Hazard Situation,Grassy Knoll on La Jolla Farms Road,8/20/2017,1708200069,8/20/2017,10:01 PM,Multiple complaints referring to fireworks in the area,Checks OK
2843,Noise Disturbance,Coast Apartments,8/20/2017,1708200070,8/20/2017,10:10 PM,"Apartment with loud TV, ongoing issue",Will Cooperate
2844,Lost Property,Rita Atkinson Residences,8/15/2017,1708150001,8/15/2017,12:04 AM,Returning found wallet,Information Only
2845,Assist Other Agency,VA Hospital,8/15/2017,1708150002,8/15/2017,12:32 AM,Covering VA PD officer at bus bench,Checks OK
2846,Assist Other Agency,Nobel Drive/Cargill Avenue,8/15/2017,1708150004,8/15/2017,4:00 AM,Assisting SDPD with pedestrian stop,Referred to Other Agency
2847,Property Damage,Campus Services Complex Building G,8/15/2017,2017-1281,8/15/2017,7:30 AM,"Protective glass of door broke upon closing, loss $300",Report Taken
2848,Non Injury Accident,Shuttle Trailer,8/15/2017,2017-1282,8/15/2017,8:15 AM,Semi-truck v. UC Vehicle,Report Taken
2849,Hit and Run No Injuries,Hopkins Parking Structure,8/15/2017,1708150022,8/15/2017,2:23 PM - 4:23 PM,"Returned to vehicle with rear bumper damage, driver of suspect vehicle advised and facilitated information exchange",Service Provided
2850,Information,Villa La Jolla Drive,8/15/2017,1708150025,8/15/2017,3:59 PM,"Male with slurred speech, confused and dazed due to head trauma from day before",Referred to Other Agency
2851,Medical Aid,Warren Field,8/15/2017,1708150027,8/15/2017,7:00 PM,Male having seizure,Service Provided
2852,Property Damage,Campus Services Complex Building G,8/15/2017,2017-1284,8/15/2017,6:43 PM,UC Shuttle damaged by car wash,Report Taken
2853,Medical Aid,Engineering Building Unit 3B,8/15/2017,1708150031,8/15/2017,8:14 PM,"Male in broken down van, having trouble breathing",Transported to Hospital
2854,Citizen Contact,The Village West Building 8,8/15/2017,1708150034,8/15/2017,9:16 PM,Residents leaving alcohol bottles on ledge,Will Cooperate
2855,Suspicious Circumstances,La Jolla Del Sol Apartments,8/15/2017,1708150035,8/15/2017,9:31 PM,Package inside and furniture moved around,Unfounded
2856,Fire Alarm,Bonner Hall,8/15/2017,1708150037,8/15/2017,9:44 PM,,False Alarm
2857,Noise Disturbance,Kathmandu,8/15/2017,1708150041,8/15/2017,11:19 PM,"Loud music and yelling, chronic problem",Will Cooperate
2858,Petty Theft,Campus Services Complex Building H,8/18/2017,2017-1296,8/17/2017 - 8/18/2017,12:30 PM - 4:00 AM,"Leaf blower and tools taken without permission, valued at $275",Report Taken
2859,Information,I-94 Freeway,8/18/2017,1708180011,8/18/2017,6:22 AM,Homeland Security vehicle thought to be UCSD PD vehicle involved in accident,Information Only
2860,Welfare Check,Hopkins Parking Structure,8/18/2017,1708180016,8/18/2017,7:41 AM,"Subject on ground, looks like he is sleeping",Checks OK
2861,Illegal Camping,Stein Clinical Research Building,8/18/2017,1708180017,8/18/2017,7:48 AM,Subject with sleeping bag,Will Cooperate
2862,Non Injury Accident,La Jolla Village Drive,8/18/2017,2017-1297,8/18/2017,Unknown,UC Vehicle v. vehicle,Report Taken
2863,Citizen Contact,UCTR 202,8/18/2017,1708180022,8/18/2017,8:42 AM,,Service Provided
2864,Security Alarm,UCTR 112,8/18/2017,1708180025,8/18/2017,9:04 AM,,False Alarm
2865,Suspicious Person,Muir College Drive/Scholars Drive South,8/18/2017,1708180026,8/18/2017,9:38 AM,Transient seen going through trash bins,Gone On Arrival
2866,Welfare Check,Gilman Drive/Myers Drive,8/18/2017,1708180028,8/18/2017,10:35 AM,Male on the ground,Checks OK
2867,Information,Stein Clinical Research Building,8/18/2017,1708180034,8/18/2017,11:42 AM,"Subject did not allow VA Police to search her, left hospital",Information Only
2868,Non Injury Accident,Lot 208,8/18/2017,1708180037,8/18/2017,12:29 PM,"Vehicle v. vehicle, information exchange",Information Only
2869,Citizen Contact,UCSD Police Department,8/18/2017,1708180038,8/18/2017,12:38 PM,,Service Provided
2870,Citizen Contact,Rady School of Management,8/18/2017,2017-1298,8/18/2017,1:19 PM,Reporting party believes she found her stolen bike on Craigslist,Report Taken
2871,Injury,Shiley Eye Center,8/18/2017,1708180041,8/18/2017,2:34 PM,Male fell and struck his head,Transported to Hospital
2872,Citizen Contact,Miramar Parking Structure,8/18/2017,1708180042,8/18/2017,3:56 PM,Vehicle egged overnight,Information Only
2873,Information,Rebecca and John Moores Cancer Center,8/18/2017,1708180043,8/18/2017,4:02 PM,Female with chest pains,Information Only
2874,Citizen Contact,UCSD Police Department,8/18/2017,2017-1287,8/18/2017,4:11 PM,Loss Prevention from Bookstore turning in evidence,Service Provided
2875,Security Alarm,Urey Hall,8/18/2017,1708180047,8/18/2017,5:35 PM,,False Alarm
2876,Injury,Bates Hall,8/18/2017,1708180049,8/18/2017,6:12 PM,"Female fell off bike, bleeding from mouth",Transported to Hospital
2877,Bicyclist Stop,Lot 702,8/18/2017,1708180054,8/18/2017,7:54 PM,Brakes required on bicycle,Verbal Warning Issued
2878,Suspicious Vehicle,Lot 401,8/18/2017,1708180057,8/18/2017,8:52 PM,Hazard lights on,Information Only
2879,Welfare Check,Student Center Building A,8/18/2017,1708180060,8/18/2017,10:18 PM,"Possible missing person, was supposed to come back after using restroom two hours ago",Checks OK
2880,Citizen Flagdown,SIO Pier,8/18/2017,1708180064,8/18/2017,11:56 PM,Female trying to find friends,Service Provided
2881,Bicycle Theft,Rady School of Management,8/18/2017,2017-1298,8/17/2017,9:00 AM - 6:00 PM,Loss $250,Online Report
